epoch,train_loss,valid_loss,train_acc,valid_acc
1,2.252429313666446,2.0671772782210334,0.17417377398720682,0.2458200636942675
2,1.930881283854286,1.809048632147965,0.30043976545842216,0.3489251592356688
3,1.6689824705523808,1.575329116954925,0.39561122956645345,0.4171974522292994
4,1.515541620684924,1.4743320486348146,0.4502487562189055,0.46317675159235666
5,1.4237418042994936,1.4172704952537634,0.4832533759772566,0.4775079617834395
6,1.3433111746343385,1.373030265425421,0.5149031627576404,0.5005971337579618
7,1.2772879653478566,1.2983879249566679,0.5433324449182658,0.5304538216560509
8,1.2156183207043538,1.2446182146193876,0.5659870291400142,0.5465764331210191
9,1.1613951180958968,1.2269326194076782,0.5871535181236673,0.5507563694267515
10,1.1216708976237928,1.183034526314705,0.605588130774698,0.5706608280254777
11,1.0850788918300647,1.1486038569432155,0.6174262615493958,0.5857882165605095
12,1.0480211033156854,1.1526201234501638,0.6322405828002843,0.5832006369426752
13,1.0185714730914806,1.1265758055790214,0.6421686211798152,0.5917595541401274
14,0.9874879680547464,1.124261884552658,0.6528962331201137,0.6013136942675159
15,0.9583898801369792,1.1163040395754917,0.6643345771144279,0.612062101910828
16,0.933108852107896,1.0974839007019237,0.6730410447761194,0.6162420382165605
17,0.908484030168109,1.0834755574821666,0.6828802416488984,0.6230095541401274
18,0.8871207790291724,1.0781488428070287,0.6882995735607675,0.6291799363057324
19,0.8636177150637186,1.0966109872623613,0.6956289978678039,0.6190286624203821
20,0.8429978041040533,1.0680754133470498,0.7040023098791756,0.6359474522292994
21,0.8203980341479553,1.092337390419784,0.7107320540156361,0.6285828025477707
22,0.8003753135199232,1.056949101056263,0.7201492537313433,0.63953025477707
23,0.7781398964631447,1.0937310083276908,0.7274786780383795,0.6343550955414012
24,0.7598176522931056,1.0770357103104804,0.7352523098791756,0.6351512738853503
25,0.7413704565593174,1.1002090734661005,0.7408937455579246,0.6343550955414012
26,0.7214260466698644,1.116239242682791,0.7459355010660981,0.6317675159235668
27,0.7015828672417869,1.1236947364867873,0.7528651385927505,0.6269904458598726
28,0.6836960633214518,1.0960305705191984,0.7572183724235964,0.638734076433121
29,0.6670094992602728,1.115363684049837,0.7647476901208244,0.6353503184713376
30,0.6496236214696217,1.130909590774281,0.7727212153518124,0.6367436305732485
31,0.6280103868830686,1.140799227983329,0.7795175906183369,0.6399283439490446
32,0.61280860682498,1.1744865351801466,0.7823383084577115,0.633359872611465
