epoch,train_loss,valid_loss,train_acc,valid_acc
1,2.300431361591274,2.2930776559853854,0.10686700994318182,0.1505142405063291
2,2.212123353203589,2.0674456840829003,0.16428444602272727,0.23417721518987342
3,1.9873988045887514,1.9024784444253655,0.259521484375,0.31764240506329117
4,1.812179665673863,1.7189337422576132,0.33556019176136365,0.3660996835443038
5,1.6660265721042047,1.629074644438828,0.38878284801136365,0.4052610759493671
6,1.5830508297817274,1.5877634030354173,0.421875,0.4189082278481013
7,1.5237037471749566,1.4964098145690146,0.4435369318181818,0.45450949367088606
8,1.469073511660099,1.4583818655979783,0.4674405184659091,0.4697389240506329
9,1.4166256245225668,1.4175134972680974,0.4877707741477273,0.48180379746835444
10,1.3767984563654119,1.3880723654469358,0.5035067471590909,0.4907041139240506
11,1.3427708300507881,1.3544576967818827,0.5170676491477273,0.506131329113924
12,1.3036731121722946,1.3380018940454796,0.5322265625,0.5201740506329114
13,1.2736711065200241,1.2862040657031386,0.5445445667613636,0.5365901898734177
14,1.2403338221325115,1.2540139216410964,0.5561967329545454,0.5486550632911392
15,1.2161786814474247,1.2329292184189906,0.56640625,0.5646756329113924
16,1.1852738190950318,1.2124040722846985,0.5763272372159091,0.5662579113924051
17,1.1606475224041126,1.1932779392109643,0.5863148082386364,0.571993670886076
18,1.1366768722337754,1.181066156942633,0.5976118607954546,0.578125
19,1.1136965349485928,1.1529213944567909,0.6038707386363636,0.596123417721519
20,1.0922743177718737,1.157169729093962,0.6134144176136364,0.5919699367088608
21,1.072730989618735,1.1236603222315824,0.6224254261363636,0.599881329113924
22,1.0549663910642266,1.1137595410588421,0.6267977627840909,0.6042325949367089
23,1.0299689144065434,1.0935249373882632,0.6365189985795454,0.609375
24,1.0157280645587228,1.1097096400924875,0.6416459517045454,0.6036392405063291
25,0.9976078280332413,1.0874333970154388,0.6485040838068182,0.6186708860759493
26,0.9836557585407387,1.0957216831702221,0.6559170809659091,0.6182753164556962
27,0.9647679151967168,1.0682645093036602,0.6610218394886364,0.6263844936708861
28,0.951064436357807,1.0536336491379557,0.6639515269886364,0.6309335443037974
29,0.9365041530267759,1.060951219329351,0.6692560369318182,0.6222310126582279
30,0.9209069664674726,1.0726026545597027,0.67724609375,0.6216376582278481
31,0.9062166387553919,1.0624684721608706,0.6813520951704546,0.6242088607594937
32,0.89644996042956,1.0852203240877465,0.6839044744318182,0.6206487341772152
