epoch,train_loss,valid_loss,train_acc,valid_acc
1,2.2092506044749216,1.9060406505871124,0.17261375755421257,0.3164936102236422
2,1.6832707520061823,1.5554873606267448,0.3827763953075009,0.4343051118210863
3,1.4700932525418808,1.445881632951121,0.4633398506932101,0.4702476038338658
4,1.3576602767656336,1.3439309056193685,0.5103981514397441,0.5159744408945687
5,1.279535487098199,1.2682651707920403,0.5421924991112691,0.5467252396166135
6,1.2119060432491378,1.2705209382806724,0.5651884109491646,0.5465255591054313
7,1.1531080949298012,1.1909524423245805,0.5906727692854603,0.5768769968051118
8,1.1005937898239546,1.1481390625904924,0.6079363668681124,0.5904552715654952
9,1.0504043188609562,1.1366943426596852,0.6275328830430146,0.5936501597444089
10,1.0058869474560521,1.1330134103092522,0.6435744756487736,0.599241214057508
11,0.966686506564618,1.0964237057362882,0.6599715606114469,0.6098242811501597
12,0.9277786789809602,1.0764425241718658,0.6703697120511909,0.6228035143769968
13,0.8949199185077296,1.0552671085150478,0.6829674724493423,0.6289936102236422
14,0.8596285647804357,1.0923779477326634,0.6975648773551368,0.6186102236421726
15,0.8294267903177754,1.0689809439471736,0.7076297547102738,0.6271964856230032
16,0.7970698973514243,1.0753164718897579,0.7192499111269107,0.637979233226837
17,0.7683484399293268,1.110592980544788,0.7294925346605048,0.6230031948881789
18,0.7436004296564945,1.0992011198410974,0.7356025595449698,0.6277955271565495
19,0.7170194032414291,1.1112681051698357,0.7475337717739069,0.6419728434504792
20,0.6948840022961144,1.1365454845344678,0.753977070742979,0.6329872204472844
21,0.668663408011304,1.1368268227424865,0.7631309989335229,0.637979233226837
22,0.6434620284457839,1.1623248791161436,0.7715739424102381,0.6333865814696485
23,0.6257144084529355,1.1621949197575687,0.7799946676146463,0.6309904153354633
24,0.598699681315183,1.2081894312803738,0.7868601137575542,0.6301916932907349
25,0.5772981670295434,1.2924414407997467,0.7950142196942765,0.6210063897763578
26,0.5544214303629427,1.2874454694053235,0.8034349448986847,0.6244009584664537
27,0.5347136245862344,1.3293635570012723,0.8087451119800925,0.6331869009584664
28,0.5181041247215701,1.3619518304785219,0.8152550657660861,0.6074281150159745
29,0.4997142134489239,1.39650879057642,0.8219872022751511,0.6210063897763578
30,0.4814276506179408,1.4362334699009935,0.8280527906150018,0.6110223642172524
31,0.4649763619358371,1.4995053566206757,0.8328075008887309,0.6110223642172524
32,0.45050556961429783,1.538686163699665,0.8406727692854603,0.610223642172524
