epoch,train_loss,valid_loss,train_acc,valid_acc
1,1.6485799930312417,1.4698343095900137,0.396484375,0.46598101265822783
2,1.3652930247004738,1.327169341377065,0.5064808238636364,0.5134493670886076
3,1.250753690911965,1.2348266666448569,0.5526012073863636,0.5528085443037974
4,1.1735970073972235,1.2104119500027428,0.5812544389204546,0.5603243670886076
5,1.1105392504991456,1.1763008546225633,0.6058904474431818,0.5785205696202531
6,1.0575282958928833,1.1497145989273168,0.6233132102272727,0.5895965189873418
7,1.016441678458994,1.0948543676847144,0.6390935724431818,0.6042325949367089
8,0.9744764390316877,1.1233514766149884,0.6562056107954546,0.6010680379746836
9,0.934607070193372,1.1032853443411332,0.6695889559659091,0.6129351265822784
10,0.8999518263153732,1.0727008407628988,0.6805530894886364,0.6192642405063291
11,0.869041315279901,1.1038119717489314,0.6944025213068182,0.6139240506329114
12,0.8380320827392015,1.0796308864521076,0.704345703125,0.6220332278481012
13,0.8102947216142308,1.0979001054280921,0.7112926136363636,0.6153085443037974
14,0.7822169468060813,1.1173996019966994,0.7240323153409091,0.6186708860759493
15,0.7586813919584859,1.1578410909145693,0.7328213778409091,0.6157041139240507
16,0.737703814340586,1.1212773941740204,0.7383922230113636,0.6218354430379747
17,0.7120000733993948,1.1299918293952942,0.74658203125,0.6230221518987342
18,0.6918433082543991,1.1629483624349666,0.7544611150568182,0.6224287974683544
19,0.6711698991500519,1.1816542427751082,0.7614524147727273,0.627373417721519
20,0.6484933365136385,1.1807021423231197,0.7691539417613636,0.6210443037974683
21,0.6314414622135122,1.1893722754490526,0.7745694247159091,0.6265822784810127
22,0.6107572861312126,1.2147655290893362,0.7817826704545454,0.6103639240506329
23,0.5901494196785445,1.2427158408527132,0.7900834517045454,0.6206487341772152
24,0.5717745196624574,1.2818351652048812,0.7961647727272727,0.6137262658227848
25,0.556602811165662,1.3220026553431643,0.8000044389204546,0.614121835443038
26,0.5429801991505717,1.3213859924787208,0.8057528409090909,0.6131329113924051
27,0.5212003243240443,1.343993322758735,0.8124778053977273,0.6139240506329114
28,0.5063007721169428,1.403061434437957,0.8182484019886364,0.6113528481012658
29,0.49486513558605855,1.411938394172282,0.8227761008522727,0.6135284810126582
30,0.4771796188909899,1.5205870738512353,0.8308549360795454,0.5990901898734177
31,0.47072338073683734,1.466207124009917,0.8308993252840909,0.6050237341772152
32,0.4511092605323277,1.5392755156830897,0.8368696732954546,0.6054193037974683
