epoch,train_loss,valid_loss,train_acc,valid_acc
1,1.860567465593869,1.9890880614896365,0.31099076704545453,0.2737341772151899
2,1.779899693856185,1.7332572635216048,0.34663529829545453,0.38212025316455694
3,1.7939008308405227,1.7656137203868432,0.34605823863636365,0.3732199367088608
4,1.7799836014482109,1.8132827236682554,0.35893110795454547,0.3552215189873418
5,1.8133611342107707,1.820076874539822,0.33775745738636365,0.3223892405063291
6,1.7989919752898542,1.851408769812765,0.33866743607954547,0.34098101265822783
7,1.8340465817600489,1.9103781829906414,0.33116566051136365,0.29311708860759494
8,1.8697814208201387,1.8914073403877547,0.3133212002840909,0.29608386075949367
9,1.8930670559744944,1.9290779738486568,0.2981622869318182,0.28144778481012656
10,1.9091717279092832,2.0331637723536433,0.293701171875,0.25731803797468356
11,1.8926551479168914,1.8775278888171232,0.2965642755681818,0.29410601265822783
12,1.916527390649373,2.089656770983829,0.2821377840909091,0.21281645569620253
13,1.9472155017270283,1.962340759325631,0.26640181107954547,0.26166930379746833
14,1.9554460710761221,1.9353657402569735,0.2634943181818182,0.21914556962025317
15,1.9846484549343586,1.9805425692208205,0.24141068892045456,0.24643987341772153
16,1.9914197095415809,2.075458959688114,0.23688299005681818,0.19046677215189872
17,1.9877285701646046,1.9980101992812338,0.23723810369318182,0.24861550632911392
18,1.9905581970445134,2.043091924884651,0.2423428622159091,0.2221123417721519
19,1.9963419437408447,1.9777075897289227,0.23077947443181818,0.216376582278481
20,2.0069541120055048,1.9917459291747854,0.22394353693181818,0.22804588607594936
21,1.9930033594031225,1.9798379080205024,0.22838245738636365,0.2310126582278481
22,1.9885718060488051,1.972470327268673,0.23825905539772727,0.24920886075949367
23,1.986156528815627,2.0674642248998714,0.23366477272727273,0.22270569620253164
24,2.00812044587325,2.0037436228764207,0.22767223011363635,0.2086629746835443
25,2.0536880682815206,2.026979711991322,0.2129794034090909,0.20787183544303797
26,2.0098764557730067,2.044968941543676,0.22514204545454544,0.1930379746835443
27,2.0033194559880276,2.107307423519183,0.22796075994318182,0.19580696202531644
28,2.0171785832128744,2.007003907915912,0.2123135653409091,0.20609177215189872
29,2.0406558821824463,2.050389256658433,0.20925071022727273,0.20727848101265822
30,2.0659932238473133,2.0481388795224924,0.2034579190340909,0.20094936708860758
31,2.1530940000983803,2.227802436563033,0.16328568892045456,0.13568037974683544
32,2.225640933791345,2.133756814123709,0.1331454190340909,0.15981012658227847
